Country,City, Latitude , Longitude 
de,bad salzdetfurth, 52.0500 , 10.0000 
de,bad salzuflen, 52.0833 , 8.7667 
de,bad salzungen, 50.8167 , 10.2333 
de,bad sassendorf, 51.5833 , 8.1667 
de,bad schwalbach, 50.1333 , 8.0667 
de,bad schwartau, 53.9167 , 10.7000 
de,bad segeberg, 53.9333 , 10.3167 
de,bad soden, 50.1333 , 8.5000 
de,bad soden-salmunster, 50.2833 , 9.3667 
de,bad sooden-allendorf, 51.2833 , 9.9833 
de,bad tolz, 47.7667 , 11.5667 
de,bad urach, 48.5000 , 9.4000 
de,bad vilbel, 50.1833 , 8.7500 
de,bad waldsee, 47.9167 , 9.7667 
de,bad wildbad, 48.7500 , 8.5500 
de,bad wildungen, 51.1167 , 9.1167 
de,bad windsheim, 49.5000 , 10.4167 
de,bad worishofen, 48.0167 , 10.6000 
de,bad wurzach, 47.9000 , 9.9000 
de,bad zwischenahn, 53.1833 , 8.0000 
de,baesweiler, 50.9000 , 6.1833 
de,baiersbronn, 48.5000 , 8.3833 
de,balingen, 48.2833 , 8.8500 
de,balve, 51.3333 , 7.8667 
de,bamberg, 49.8667 , 10.8667 
de,bargteheide, 53.7333 , 10.2667 
de,barmstedt, 53.7833 , 9.7667 
de,barntrup, 51.9833 , 9.1167 
de,barsbuttel, 53.5667 , 10.1667 
de,barsinghausen, 52.3000 , 9.4500 
de,barth, 54.3667 , 12.7333 
de,bassum, 52.8500 , 8.7333 
de,baunatal, 51.2500 , 9.4167 
de,bautzen, 51.1833 , 14.4333 
de,bayreuth, 49.9481 , 11.5783 
de,bebra, 50.9667 , 9.8000 
de,beckingen, 49.4000 , 6.7000 
de,beckum, 51.7500 , 8.0333 
de,bedburg, 51.0000 , 6.5833 
de,beeskow, 52.1667 , 14.2500 
de,belm, 52.3000 , 8.1333 
de,bendorf, 50.4333 , 7.5667 
de,bensheim, 49.6803 , 8.6161 
de,bergen, 52.8167 , 9.9667 
de,bergen, 54.4167 , 13.4333 
de,bergheim, 50.9667 , 6.6500 
de,bergisch gladbach, 50.9833 , 7.1333 
de,bergkamen, 51.6333 , 7.6333 
de,bergneustadt, 51.0333 , 7.6500 
de,berlin, 52.5167 , 13.4000 
de,bernau, 52.6667 , 13.5833 
de,bernburg, 51.8000 , 11.7333 
de,besigheim, 48.9833 , 9.1333 
de,bestwig, 51.3667 , 8.4000 
de,betzdorf, 50.7833 , 7.8833 
de,beverungen, 51.6667 , 9.3667 
de,bexbach, 49.3333 , 7.2667 
de,biberach, 48.1000 , 9.8000 
de,biblis, 49.6917 , 8.4586 
de,biedenkopf, 50.9167 , 8.5333 
de,bielefeld, 52.0333 , 8.5333 
de,bietigheim-bissingen, 48.9667 , 9.1333 
de,billerbeck, 51.9667 , 7.3000 
de,bingen, 49.9667 , 7.9000 
de,birkenau, 49.5625 , 8.7069 
de,birkenfeld, 48.8667 , 8.6333 
de,bischofsheim, 49.9939 , 8.3672 
de,bischofswerda, 51.1167 , 14.1833 
de,bissendorf, 52.2333 , 8.1667 
de,bitburg, 49.9667 , 6.5333 
de,bitterfeld, 51.6167 , 12.3167 
de,blankenburg, 51.7833 , 10.9500 
de,blaubeuren, 48.4000 , 9.7833 
de,blieskastel, 49.2333 , 7.2500 
de,blomberg, 51.9333 , 9.0833 
de,blumberg, 47.8333 , 8.5333 
de,bobenheim-roxheim, 49.5875 , 8.3578 
de,bobingen, 48.2667 , 10.8333 
de,boblingen, 48.6833 , 9.0167 
de,bocholt, 51.8333 , 6.6000 
de,bochum, 51.4833 , 7.2167 
de,bockenem, 52.0167 , 10.1333 
de,bogen, 48.9167 , 12.6833 
de,bohl-iggelheim, 49.3806 , 8.3039 
de,bohmte, 52.3667 , 8.3167 
de,boizenburg, 53.3833 , 10.7167 
de,bonen, 51.6000 , 7.7667 
de,bonn, 50.7333 , 7.1000 
de,bopfingen, 48.8500 , 10.3500 
de,boppard, 50.2333 , 7.6000 
de,borgentreich, 51.5667 , 9.2500 
de,borken, 51.0500 , 9.2833 
de,borken, 51.8500 , 6.8667 
de,borna, 51.1167 , 12.5000 
de,bornheim, 50.7667 , 7.0000 
de,bottrop, 51.5167 , 6.9167 
de,bovenden, 51.5833 , 9.9333 
de,brackenheim, 49.0797 , 9.0650 
de,brake, 53.3333 , 8.4833 
de,brakel, 51.7167 , 9.1833 
de,bramsche, 52.4000 , 7.9833 
de,brandenburg, 52.4167 , 12.5500 
de,brand-erbisdorf, 50.8667 , 13.3333 
de,braunfels, 50.5167 , 8.4000 
de,breisach, 48.0328 , 7.5829 
de,bremen, 53.0833 , 8.8000 
de,bremerhaven, 53.5500 , 8.5833 
de,bremervorde, 53.4833 , 9.1333 
de,bretten, 49.0392 , 8.7028 
de,bretzfeld, 49.1794 , 9.4383 
de,brilon, 51.4000 , 8.5833 
de,bruchkobel, 50.1833 , 8.9167 
de,bruchsal, 49.1281 , 8.5836 
de,bruckmuhl, 47.8833 , 11.9167 
de,bruggen, 51.2500 , 6.1833 
de,bruhl, 49.3972 , 8.5336 
de,bruhl, 50.8333 , 6.9000 
de,brunsbuttel, 53.9000 , 9.1500 
de,brunswick, 52.2667 , 10.5333 
de,buchen, 49.5239 , 9.3231 
de,buchloe, 48.0333 , 10.7333 
de,buckeburg, 52.2667 , 9.0500 
de,budelsdorf, 54.3167 , 9.6833 
de,budingen, 50.3000 , 9.1167 
de,buhl, 48.7000 , 8.1500 
de,bunde, 52.2000 , 8.5833 
de,burbach, 50.7500 , 8.0833 
de,buren, 51.5500 , 8.5667 
de,burg, 52.2667 , 11.8500 
de,burgdorf, 52.4500 , 10.0167 
de,burghausen, 48.1667 , 12.8333 
de,burgkirchen, 48.1667 , 12.7333 
de,burglengenfeld, 49.2056 , 12.0414 
de,burgstadt, 50.9167 , 12.8167 
de,burgthann, 49.3500 , 11.3000 
de,burladingen, 48.2833 , 9.1167 
de,burscheid, 51.1000 , 7.1167 
de,burstadt, 49.6436 , 8.4600 
de,buttelborn, 49.9033 , 8.5233 
de,butzbach, 50.4333 , 8.6833 
de,butzow, 53.8500 , 11.9833 
de,buxtehude, 53.4500 , 9.7000 
de,cadolzburg, 49.4500 , 10.8667 
de,calbe, 51.9000 , 11.7667 
de,calw, 48.7167 , 8.7333 
de,castrop-rauxel, 51.5500 , 7.3167 
de,celle, 52.6167 , 10.0833 
de,cham, 49.2256 , 12.6636 
de,chemnitz, 50.8333 , 12.9167 
de,clausthal-zellerfeld, 51.8000 , 10.3333 
de,cleves, 51.7833 , 6.1500 
de,cloppenburg, 52.8500 , 8.0333 
de,coburg, 50.2500 , 10.9667 
de,coesfeld, 51.9333 , 7.1500 
de,cologne, 50.9333 , 6.9500 
de,coswig, 51.1333 , 13.5833 
de,coswig, 51.8833 , 12.4500 
de,cottbus, 51.7667 , 14.3333 
de,crailsheim, 49.1500 , 10.0833 
de,cremlingen, 52.2500 , 10.6500 
de,crimmitschau, 50.8167 , 12.3833 
de,cuxhaven, 53.8833 , 8.7000 
de,dachau, 48.2667 , 11.4333 
de,damme, 52.5167 , 8.2000 
de,dannenberg, 53.1000 , 11.1000 
de,darmstadt, 49.8706 , 8.6494 
de,dassel, 51.8000 , 9.6833 
de,datteln, 51.6667 , 7.3833 
de,deggendorf, 48.8333 , 12.9667 
de,delbruck, 51.7667 , 8.5667 
de,delitzsch, 51.5333 , 12.3500 
de,delmenhorst, 53.0500 , 8.6167 
de,demmin, 53.9000 , 13.0333 
de,denkendorf, 48.6833 , 9.3167 
de,denzlingen, 48.0667 , 7.8833 
de,dessau, 51.8333 , 12.2500 
de,detmold, 51.9333 , 8.8833 
de,dettingen, 48.5333 , 9.3500 
de,dieburg, 49.8989 , 8.8444 
de,diedorf, 48.3500 , 10.7667 
de,diepholz, 52.6000 , 8.3667 
de,dietzenbach, 50.0167 , 8.7833 
de,diez, 50.3667 , 8.0167 
de,dillenburg, 50.7333 , 8.2833 
de,dillingen, 48.5667 , 10.4833 
de,dillingen, 49.3500 , 6.7333 
de,dingolfing, 48.6333 , 12.5000 
de,dinkelsbuhl, 49.0667 , 10.3167 
de,dinklage, 52.6500 , 8.1167 
de,dinslaken, 51.5667 , 6.7333 
de,ditzingen, 48.8333 , 9.0667 
de,dobeln, 51.1167 , 13.1167 
de,donaueschingen, 47.9500 , 8.5000 
de,donauworth, 48.7000 , 10.8000 
de,donzdorf, 48.6833 , 9.8167 
de,dorfen, 48.2667 , 12.1500 
de,dormagen, 51.1000 , 6.8333 
de,dornstadt, 48.4667 , 9.9500 
de,dorsten, 51.6667 , 6.9667 
de,dortmund, 51.5167 , 7.4500 
de,dorverden, 52.8500 , 9.2333 
de,dossenheim, 49.4503 , 8.6747 
de,dreieich, 50.0000 , 8.7000 
de,drensteinfurt, 51.8000 , 7.7500 
de,dresden, 51.0500 , 13.7500 
de,drochtersen, 53.7000 , 9.3833 
de,drolshagen, 51.0167 , 7.7667 
de,duderstadt, 51.5167 , 10.2667 
de,duisburg, 51.4333 , 6.7500 
de,dulmen, 51.8333 , 7.3000 
de,duren, 50.8000 , 6.4833 
de,durmersheim, 48.9333 , 8.2667 
de,dusseldorf, 51.2167 , 6.7667 
de,eberbach, 49.4694 , 8.9928 
de,ebersbach, 48.7167 , 9.5333 
de,ebersbach, 51.0167 , 14.5833 
de,ebersberg, 48.0833 , 11.9667 
de,eberswalde, 52.8333 , 13.8333 
de,eching, 48.3000 , 11.6167 
de,eckernforde, 54.4667 , 9.8333 
de,edemissen, 52.3833 , 10.2667 
de,edewecht, 53.1333 , 7.9833 
de,edingen-neckarhausen, 49.4572 , 8.6064 
de,egelsbach, 49.9711 , 8.6703 
de,eggenfelden, 48.4000 , 12.7667 
de,eggenstein-leopoldshafen, 49.0953 , 8.3906 
de,ehingen, 48.2833 , 9.7333 
de,eichenau, 48.1667 , 11.3167 
de,eichenzell, 50.4833 , 9.7000 
de,eichstatt, 48.8833 , 11.1833 
de,eilenburg, 51.4667 , 12.6167 
de,einbeck, 51.8167 , 9.8667 
de,eisenach, 50.9833 , 10.3167 
de,eisenberg, 49.5658 , 8.0700 
de,eisenberg, 50.9667 , 11.9000 
de,eisenhuttenstadt, 52.1500 , 14.6500 
de,eislingen, 48.7000 , 9.7000 
de,eitorf, 50.7667 , 7.4500 
de,ellwangen, 48.9667 , 10.1333 
de,elmshorn, 53.7500 , 9.6500 
de,elsdorf, 50.9333 , 6.5667 
de,elsfleth, 53.2333 , 8.4667 
de,elsterwerda, 51.4500 , 13.5333 
de,eltville, 50.0333 , 8.1167 
de,elze, 52.1167 , 9.7333 
de,emden, 53.3667 , 7.2167 
de,emmendingen, 48.1333 , 7.8500 
de,emmerich, 51.8333 , 6.2500 
de,emsdetten, 52.1833 , 7.5333 
de,engelskirchen, 50.9833 , 7.4000 
de,engen, 47.8500 , 8.7667 
de,enger, 52.1333 , 8.5667 
de,eningen, 48.4833 , 9.2500 
de,ennepetal, 51.3000 , 7.3500 
de,ennigerloh, 51.8333 , 8.0167 
de,eppelborn, 49.4000 , 6.9667 
de,eppelheim, 49.4025 , 8.6331 
de,eppingen, 49.1369 , 8.9103 
de,eppstein, 50.1333 , 8.4000 
de,erbach, 48.3333 , 9.8833 
de,erbach, 49.6561 , 8.9964 
de,erding, 48.3000 , 11.9333 
de,erftstadt, 50.8167 , 6.7667 
de,erfurt, 50.9833 , 11.0333 
de,ergolding, 48.5833 , 12.1667 
de,erkelenz, 51.0833 , 6.3167 
de,erkner, 52.4167 , 13.7500 
de,erkrath, 51.2167 , 6.9000 
de,erlangen, 49.5897 , 11.0039 
de,erlenbach, 49.8039 , 9.1639 
de,erlensee, 50.1500 , 8.9500 
de,erwitte, 51.6167 , 8.3500 
de,eschborn, 50.1333 , 8.5500 
de,eschwege, 51.1833 , 10.0667 
de,eschweiler, 50.8167 , 6.2833 
de,espelkamp, 52.3833 , 8.6167 
de,essenbach, 48.6167 , 12.2167 
de,essen, 51.4500 , 7.0167 
de,esslingen, 48.7500 , 9.3000 
de,ettenheim, 48.2500 , 7.8167 
de,ettlingen, 48.9500 , 8.4000 
de,euskirchen, 50.6667 , 6.7833 
de,eutin, 54.1333 , 10.6167 
de,falkensee, 52.5667 , 13.0833 
de,falkenstein, 50.4833 , 12.3667 
de,fallingbostel, 52.8667 , 9.7000 
de,feldkirchen-westerham, 47.9000 , 11.8500 
de,fellbach, 48.8000 , 9.2833 
de,felsberg, 51.1333 , 9.4167 
de,feucht, 49.3767 , 11.2139 
de,feuchtwangen, 49.1667 , 10.3333 
de,filderstadt, 48.6667 , 9.2167 
de,finnentrop, 51.1667 , 7.9667 
de,finsterwalde, 51.6333 , 13.7167 
de,flensburg, 54.7833 , 9.4333 
de,floha, 50.8667 , 13.0667 
de,florsheim, 50.0167 , 8.4333 
de,forchheim, 49.7231 , 11.0669 
de,forst, 51.7333 , 14.6333 
de,frankenberg, 51.0667 , 8.8000 
de,frankenberg, 50.9167 , 13.0333 
de,frankenthal, 49.5372 , 8.3550 
de,frankfurt, 50.1167 , 8.6833 
de,frankfurt, 52.3500 , 14.5500 
de,frechen, 50.9167 , 6.8167 
de,freiberg, 48.9333 , 9.2000 
de,freiberg, 50.9167 , 13.3667 
de,freiburg, 48.0000 , 7.8500 
de,freilassing, 47.8500 , 12.9833 
de,freising, 48.4000 , 11.7333 
de,freital, 51.0167 , 13.6500 
de,freudenberg, 50.9000 , 7.8667 
de,freudenstadt, 48.4333 , 8.4167 
de,frickenhausen, 48.6000 , 9.3667 
de,friedberg, 48.3500 , 10.9833 
de,friedberg, 50.3500 , 8.7667 
de,friedeburg, 53.4500 , 7.8333 
de,friedland, 51.4167 , 9.9333 
de,friedrichsdorf, 50.2667 , 8.6500 
de,friedrichshafen, 47.6500 , 9.4833 
de,friedrichsthal, 49.3167 , 7.1000 
de,friesenheim, 49.4983 , 8.4228 
de,friesoythe, 53.0167 , 7.8500 
de,fritzlar, 51.1333 , 9.2833 
de,frondenberg, 51.4667 , 7.7667 
de,fuldabruck, 51.2667 , 9.4833 
de,fulda, 50.5500 , 9.6667 
de,fuldatal, 51.3833 , 9.5667 
de,furstenfeldbruck, 48.1833 , 11.2500 
de,furstenwalde, 52.3667 , 14.0667 
de,furth, 49.4667 , 10.9667 
de,furth im wald, 49.3097 , 12.8400 
de,furtwangen, 48.0500 , 8.2000 
de,fussen, 47.5667 , 10.7000 
de,gaggenau, 48.8000 , 8.3333 
de,gaildorf, 49.0039 , 9.7711 
de,gaimersheim, 48.8167 , 11.3667 
de,ganderkesee, 53.0333 , 8.5333 
de,gangelt, 50.9833 , 6.0000 
de,garbsen, 52.4167 , 9.6000 
de,garching, 48.2500 , 11.6500 
de,gardelegen, 52.5333 , 11.3667 
de,garmisch-partenkirchen, 47.5000 , 11.1000 
de,garrel, 52.9500 , 8.0167 
de,gartringen, 48.6500 , 8.9000 
de,gauting, 48.0667 , 11.3667 
de,geeste, 52.6000 , 7.2667 
de,geesthacht, 53.4333 , 10.3667 
de,gehrden, 52.3167 , 9.6000 
de,geilenkirchen, 50.9667 , 6.1167 
de,geisenheim, 49.9833 , 7.9667 
de,geldern, 51.5167 , 6.3333 
de,gelnhausen, 50.2000 , 9.1833 
de,gelsenkirchen, 51.5167 , 7.0500 
de,gemunden, 50.0500 , 9.7000 
de,gengenbach, 48.4000 , 8.0167 
de,genthin, 52.4000 , 12.1667 
de,georgsmarienhutte, 52.2000 , 8.0500 
de,gera, 50.8667 , 12.0833 
de,geretsried, 47.8667 , 11.4667 
de,gerlingen, 48.8000 , 9.0667 
de,germering, 48.1333 , 11.3667 
de,germersheim, 49.2231 , 8.3639 
de,gernsbach, 48.7667 , 8.3333 
de,gernsheim, 49.7600 , 8.4958 
de,gerstetten, 48.6333 , 10.0333 
de,gersthofen, 48.4167 , 10.8833 
de,gescher, 51.9500 , 7.0167 
de,geseke, 51.6500 , 8.5167 
de,gevelsberg, 51.3167 , 7.3333 
de,giengen, 48.6167 , 10.2500 
de,gifhorn, 52.4833 , 10.5500 
de,gilching, 48.1167 , 11.3000 
de,ginsheim-gustavsburg, 49.9858 , 8.3425 
de,gladbeck, 51.5667 , 6.9833 
de,gladenbach, 50.7667 , 8.5667 
de,glauchau, 50.8167 , 12.5333 
de,glinde, 53.5500 , 10.2000 
de,gluckstadt, 53.7833 , 9.4167 
de,goch, 51.6667 , 6.1667 
de,goldbach, 49.9889 , 9.1864 
de,goppingen, 48.7000 , 9.6667 
de,gorlitz, 51.1667 , 15.0000 
de,goslar, 51.9000 , 10.4333 
de,gotha, 50.9500 , 10.7167 
de,gottingen, 51.5333 , 9.9333 
de,gottmadingen, 47.7333 , 8.7833 
de,graben-neudorf, 49.1703 , 8.4878 
de,grafelfing, 48.1000 , 11.4500 
de,grafenau, 48.8500 , 13.4000 
de,grafenhainichen, 51.7333 , 12.4500 
de,grafing, 48.0500 , 11.9667 
de,grefrath, 51.3000 , 6.3167 
de,greifswald, 54.1000 , 13.3833 
de,greiz, 50.6500 , 12.2000 
de,grenzach-wyhlen, 47.5526 , 7.6606 
de,grevenbroich, 51.0833 , 6.5833 
de,greven, 52.1000 , 7.6167 
de,grevesmuhlen, 53.8667 , 11.1833 
de,griesheim, 49.8628 , 8.5753 
de,grimma, 51.2333 , 12.7167 
de,grimmen, 54.1000 , 13.0500 
de,grobenzell, 48.2000 , 11.3667 
de,groditz, 51.4167 , 13.4500 
de,gronau, 52.2000 , 7.0333 
de,grunberg, 50.6000 , 8.9500 
de,grunstadt, 49.5692 , 8.1681 
de,grunwald, 48.0500 , 11.5167 
de,guben, 51.9500 , 14.7167 
de,gummersbach, 51.0333 , 7.5500 
de,gundelfingen, 48.0500 , 7.8667 
de,gunzburg, 48.4500 , 10.2667 
de,gunzenhausen, 49.1000 , 10.7500 
de,gustrow, 53.8000 , 12.1667 
de,gutersloh, 51.9000 , 8.3833 
de,haan, 51.2000 , 7.0000 
de,haar, 48.1000 , 11.7333 
de,hagen, 52.2000 , 7.9833 
de,hagen, 51.3500 , 7.4667 
de,hagenow, 53.4333 , 11.1833 
de,haiger, 50.7500 , 8.2167 
de,haigerloch, 48.3667 , 8.8000 
de,hainichen, 50.9667 , 13.1167 
de,halberstadt, 51.9000 , 11.0500 
de,haldensleben, 52.3000 , 11.4167 
de,halle, 52.0667 , 8.3667 
de,halle, 51.5000 , 12.0000 
de,halstenbek, 53.6333 , 9.8500 
de,haltern, 51.7333 , 7.1833 
de,halver, 51.2000 , 7.4833 
de,hamburg, 53.5500 , 10.0000 
de,hameln, 52.1000 , 9.3500 
de,hammelburg, 50.1167 , 9.9000 
de,hamm, 51.6833 , 7.8000 
de,hamminkeln, 51.7333 , 6.5833 
de,hanau, 50.1333 , 8.9167 
de,hannoversch munden, 51.4167 , 9.6833 
de,hanover, 52.3667 , 9.7167 
de,haren, 52.7833 , 7.2333 
de,harrislee, 54.8000 , 9.3833 
de,harsewinkel, 51.9667 , 8.2333 
de,harsum, 52.2167 , 9.9667 
de,hasbergen, 52.2333 , 7.9333 
de,haselunne, 52.6667 , 7.4833 
de,hatten, 53.0167 , 8.3500 
de,hattersheim, 50.0667 , 8.4667 
de,hattingen, 51.4000 , 7.1667 
de,hauzenberg, 48.6500 , 13.6333 
de,havixbeck, 51.9833 , 7.4167 
de,hechingen, 48.3500 , 8.9833 
de,heddesheim, 49.5056 , 8.6036 
de,heide, 54.2000 , 9.1000 
de,heidelberg, 49.4167 , 8.7000 
de,heidenau, 50.9833 , 13.8667 
de,heidenheim, 48.6833 , 10.1500 
de,heilbad heiligenstadt, 51.3833 , 10.1333 
de,heilbronn, 49.1403 , 9.2200 
de,heiligenhafen, 54.3667 , 10.9833 
de,heiligenhaus, 51.3167 , 6.9667 
de,heinsberg, 51.0667 , 6.0833 
de,helmbrechts, 50.2333 , 11.7000 
de,helmstedt, 52.2333 , 11.0000 
de,hemer, 51.3833 , 7.7667 
de,hemmingen, 52.3167 , 9.7500 
de,hemsbach, 49.5917 , 8.6464 
de,hennef, 50.7833 , 7.2833 
de,hennigsdorf, 52.6333 , 13.2000 
de,henstedt-ulzburg, 53.7833 , 10.0000 
de,heppenheim, 49.6408 , 8.6372 
de,herborn, 50.6833 , 8.3167 
de,herbrechtingen, 48.6167 , 10.1833 
de,herdecke, 51.4000 , 7.4333 
de,herford, 52.1333 , 8.6833 
de,hermsdorf, 50.9000 , 11.8667 
de,herne, 51.5500 , 7.2167 
de,herrenberg, 48.6000 , 8.8667 
de,hersbruck, 49.5125 , 11.4339 
de,herten, 51.6000 , 7.1333 
de,herxheim, 49.5092 , 8.1792 
de,herzberg, 51.6500 , 10.3333 
de,herzberg, 51.6833 , 13.2333 
de,herzogenaurach, 49.5500 , 10.8833 
de,herzogenrath, 50.8667 , 6.1000 
de,hessisch lichtenau, 51.2000 , 9.7167 
de,hessisch oldendorf, 52.1667 , 9.2500 
de,hettstedt, 51.6500 , 11.5000 
de,heubach, 48.7833 , 9.9333 
de,heusenstamm, 50.0667 , 8.8000 
de,heusweiler, 49.3500 , 6.9333 
de,hiddenhausen, 52.1667 , 8.6167 
de,hilchenbach, 50.9833 , 8.1000 
de,hildburghausen, 50.4167 , 10.7500 
de,hilden, 51.1667 , 6.9333 
de,hildesheim, 52.1500 , 9.9667 
de,hille, 52.3333 , 8.7500 
de,hilpoltstein, 49.1900 , 11.1886 
de,hilter, 52.1500 , 8.1500 
de,hirschaid, 49.8194 , 10.9908 
de,hochheim, 50.0167 , 8.3500 
de,hochstadt, 49.7000 , 10.8000 
de,hochst, 49.7997 , 8.9994 
de,hockenheim, 49.3228 , 8.5458 
de,hofgeismar, 51.4833 , 9.4000 
de,hofheim, 50.0833 , 8.4500 
de,hof, 50.3167 , 11.9167 
de,hohen neuendorf, 52.6667 , 13.2833 
de,hohenstein-ernstthal, 50.8000 , 12.7167 
de,hohr-grenzhausen, 50.4333 , 7.6667 
de,holzgerlingen, 48.6333 , 9.0167 
de,holzkirchen, 47.8833 , 11.7000 
de,holzminden, 51.8167 , 9.4500 
de,holzwickede, 51.5000 , 7.6333 
de,homberg, 51.0333 , 9.4000 
de,homburg, 49.3167 , 7.3333 
de,horb, 48.4333 , 8.6833 
de,horstel, 52.3167 , 7.5833 
de,hosbach, 50.0000 , 9.2000 
de,hovelhof, 51.8167 , 8.6500 
de,hoxter, 51.7667 , 9.3833 
de,hoyerswerda, 51.4333 , 14.2500 
de,huckelhoven, 51.0500 , 6.2167 
de,huckeswagen, 51.1500 , 7.3500 
de,hude, 53.1167 , 8.4667 
de,hullhorst, 52.2833 , 8.6667 
de,hunfeld, 50.6667 , 9.7667 
de,hungen, 50.4667 , 8.9000 
de,hunxe, 51.6500 , 6.7833 
de,hurth, 50.8667 , 6.8667 
de,husum, 54.4667 , 9.0500 
de,ibbenburen, 52.2667 , 7.7333 
de,idar-oberstein, 49.7000 , 7.3000 
de,idstein, 50.2333 , 8.2667 
de,ihlow, 51.8833 , 13.3333 
de,illertissen, 48.2167 , 10.1000 
de,illingen, 49.3667 , 7.0500 
de,ilmenau, 50.6833 , 10.9000 
de,ilsede, 52.2667 , 10.2000 
de,immenstadt, 47.5667 , 10.2167 
de,ingelheim, 49.9806 , 8.0736 
de,ingolstadt, 48.7667 , 11.4333 
de,iserlohn, 51.3667 , 7.7000 
de,ismaning, 48.2333 , 11.6333 
de,isny, 47.7000 , 10.0333 
de,isselburg, 51.8333 , 6.4667 
de,issum, 51.5333 , 6.4333 
de,itzehoe, 53.9167 , 9.5167 
de,jena, 50.9333 , 11.5833 
de,jever, 53.5833 , 7.9000 
de,jork, 53.5333 , 9.6833 
de,juchen, 51.1000 , 6.5000 
de,julich, 50.9333 , 6.3667 
de,juterbog, 51.9833 , 13.0833 
de,kaarst, 51.2333 , 6.6167 
de,kaiserslautern, 49.4500 , 7.7500 
de,kalkar, 51.7333 , 6.3000 
de,kall, 50.5500 , 6.5500 
de,kaltenkirchen, 53.8333 , 9.9667 
de,kamen, 51.6000 , 7.6667 
de,kamenz, 51.2667 , 14.1000 
de,kamp-lintfort, 51.5000 , 6.5333 
de,kappeln, 54.6667 , 9.9333 
de,karben, 50.2333 , 8.7500 
de,karlsfeld, 48.2167 , 11.4667 
de,karlsruhe, 49.0047 , 8.3858 
de,karlstadt, 49.9603 , 9.7722 
de,kassel, 51.3167 , 9.5000 
de,kaufbeuren, 47.8833 , 10.6167 
de,kaufungen, 51.2811 , 9.6186 
de,kehl, 48.5833 , 7.8167 
de,kelheim, 48.9167 , 11.8667 
de,kelkheim, 50.1333 , 8.4500 
de,kelsterbach, 50.0667 , 8.5333 
de,kempen, 51.3667 , 6.4167 
de,kempten, 47.7167 , 10.3167 
de,kerpen, 50.8667 , 6.7000 
de,ketsch, 49.3678 , 8.5311 
de,kevelaer, 51.5833 , 6.2500 
de,kiel, 54.3333 , 10.1333 
de,kierspe, 51.1333 , 7.5833 
de,kirchen, 50.8000 , 7.8833 
de,kirchhain, 50.8167 , 8.9667 
de,kirchheim, 48.6500 , 9.4500 
de,kirchheim, 48.1833 , 11.7500 
de,kirchhundem, 51.1000 , 8.1000 
de,kirchlengern, 52.2000 , 8.6333 
de,kirchlinteln, 52.9500 , 9.3167 
de,kirchzarten, 47.9667 , 7.9500 
de,kirkel, 49.2833 , 7.2333 
de,kirn, 49.7833 , 7.4500 
de,kissing, 48.3000 , 10.9833 
de,kitzingen, 49.7333 , 10.1667 
de,kleinblittersdorf, 49.1500 , 7.0333 
de,kleinmachnow, 52.4000 , 13.2500 
de,klingenthal, 50.3667 , 12.4667 
de,koblenz, 50.3500 , 7.6000 
de,kolbermoor, 47.8500 , 12.0667 
de,kolkwitz, 51.7500 , 14.2500 
de,kongen, 48.6833 , 9.3667 
de,konigslutter, 52.2500 , 10.8167 
de,konigstein, 50.1833 , 8.4667 
de,konigswinter, 50.6833 , 7.1833 
de,konigs wusterhausen, 52.2833 , 13.6167 
de,konstanz, 47.6667 , 9.1833 
de,korbach, 51.2833 , 8.8667 
de,korb, 48.8500 , 9.3667 
de,korntal-munchingen, 48.8167 , 9.1167 
de,kornwestheim, 48.8667 , 9.1833 
de,korschenbroich, 51.1833 , 6.5167 
de,kothen, 51.7500 , 11.9667 
de,krefeld, 51.3333 , 6.5667 
de,kreuzau, 50.7500 , 6.4833 
de,kreuztal, 50.9667 , 7.9833 
de,kriftel, 50.0833 , 8.4833 
de,kronach, 50.2333 , 11.3167 
de,kronberg, 50.1833 , 8.5000 
de,kronshagen, 54.3333 , 10.0833 
de,krumbach, 48.2500 , 10.3667 
de,kulmbach, 50.1000 , 11.4500 
de,kummersbruck, 49.4192 , 11.8883 
de,kunzell, 50.5500 , 9.7167 
de,kunzelsau, 49.2819 , 9.6889 
de,kurten, 51.0500 , 7.2667 
de,kyritz, 52.9500 , 12.4000 
de,laatzen, 52.3167 , 9.8000 
de,ladenburg, 49.4750 , 8.6069 
de,lage, 51.9833 , 8.8000 
de,lahnstein, 50.3000 , 7.6167 
de,lahr, 48.3500 , 7.8667 
de,lahstedt, 52.2500 , 10.2167 
de,laichingen, 48.5000 , 9.6833 
de,lampertheim, 49.6019 , 8.4719 
de,landau, 48.6833 , 12.6833 
de,landau, 49.2075 , 8.1133 
de,landsberg, 48.0500 , 10.8667 
de,landshut, 48.5333 , 12.1500 
de,langelsheim, 51.9333 , 10.3333 
de,langenau, 48.5000 , 10.1000 
de,langenfeld, 51.1000 , 6.9500 
de,langenhagen, 52.4500 , 9.7500 
de,langen, 49.9933 , 8.6728 
de,langen, 53.6167 , 8.6000 
de,langenselbold, 50.1833 , 9.0333 
de,langenzenn, 49.5000 , 10.8000 
de,langerwehe, 50.8167 , 6.3500 
de,langgons, 50.5000 , 8.6667 
de,langwedel, 52.9667 , 9.2167 
de,lappersdorf, 49.0569 , 12.0900 
de,laubach, 50.5500 , 8.9833 
